,Row_ID,Year,Era,Scenario,Region,Demographic_Group,Education_Level,Profession,AI_Tool_Category,Weekly_AI_Usage_Hours,AI_Dependency_Score,Human_Creativity_Score,Critical_Thinking_Ability,Problem_Solving_Skills,Emotional_Intelligence,Innovation_Rate,Learning_Speed,Human_Decision_Making_Involvement,Social_Interaction_Quality,Cognitive_Load_Index,Mental_Wellbeing_Score,AI_Tool_Proficiency,Adaptability_Score,Attention_Span_Minutes,Positive_Effects_of_AI,Negative_Effects_of_AI,Outcome_Label
6223,6224,2066,Symbiotic Intelligence Age,Pessimistic,Oceania,Senior (51-65),Secondary,Science & Research,AGI-Adjacent Tools,57.7,87.13,34.18,37.04,40.25,37.56,38.3,53.32,39.03,33.36,85.54,46.33,75.16,50.76,35.55,,Emotional detachment from AI mediation; Existential anxiety from AI advancement; Reduced independent thinking,Cognitive Decline Risk
6224,6225,2072,Symbiotic Intelligence Age,Optimistic,North America,Youth (18-25),PhD/Research,Finance,AGI-Adjacent Tools,37.7,75.16,83.38,89.65,90.25,84.3,83.15,96.36,68.18,89.04,75.38,84.96,69.12,89.5,59.28,Reduced cognitive load on repetitive tasks; Broader knowledge access; Improved creative brainstorming; Faster medical diagnostics,,Positive Growth
6225,6226,2024,Early AI Integration,Neutral,Latin America,Adult (36-50),Undergraduate,Education,,13.7,8.39,67.26,64.9,63.44,68.85,62.25,58.23,84.92,59.76,61.13,46.35,22.08,63.78,29.56,Increased productivity for deep work,Existential anxiety from AI advancement; Memory atrophy from AI offloading,Positive Growth
6226,6227,2034,AI-Augmented Society,Optimistic,Latin America,Elder (65+),Secondary,Business,,13.8,21.48,69.4,68.2,58.18,63.21,55.72,67.63,79.89,67.61,54.43,65.71,26.04,62.63,58.53,Enhanced research capabilities; Real-time language and cultural bridging; Improved mental health support tools,Reduced independent thinking,Stagnant / Moderate
6227,6228,2040,Deep AI Dependency Era,Mixed,South Asia,Adult (36-50),Primary,Entrepreneurship,Analytical AI,15.6,27.45,66.49,76.4,56.72,71.69,47.33,47.51,81.47,66.24,57.66,65.6,35.1,69.49,39.39,Enhanced research capabilities; Optimized problem-solving frameworks,Creativity homogenization; Memory atrophy from AI offloading; Reduced tolerance for ambiguity,Stagnant / Moderate
6228,6229,2044,Post-Singularity Transition,Mixed,Middle East,Youth (18-25),Postgraduate,Engineering,Analytical AI,16.8,49.33,59.48,69.24,41.06,73.65,53.29,66.16,72.59,71.56,71.87,67.48,56.94,51.36,48.56,Better data-driven decisions; Enhanced collaborative intelligence; Faster skill acquisition,Algorithmic bias reinforcement,Stagnant / Moderate
6229,6230,2067,Symbiotic Intelligence Age,Pessimistic,North America,Senior (51-65),Undergraduate,Education,Full AGI Integration,49.0,82.13,29.4,43.24,32.41,44.34,27.77,48.84,37.36,49.31,85.13,58.13,73.29,42.28,22.33,Faster medical diagnostics; Improved creative brainstorming,Decreased self-confidence in decisions; Over-reliance on AI outputs; Reduced independent thinking; Skill atrophy in non-AI domains,Cognitive Decline Risk
6230,6231,2071,Symbiotic Intelligence Age,Neutral,Middle East,Adult (36-50),Primary,Finance,AGI-Adjacent Tools,23.1,76.66,72.91,61.14,71.77,69.32,64.14,78.35,58.58,61.84,75.52,60.72,77.53,65.73,59.99,Democratized access to expertise,Reduced independent thinking,Positive Growth
6231,6232,2043,Post-Singularity Transition,Mixed,Latin America,Youth (18-25),Primary,Business,Basic Assistants,20.6,36.71,74.51,71.28,68.9,68.81,58.46,58.77,66.3,51.61,55.51,71.53,32.77,79.81,40.28,Cross-domain creativity boosts,Attention span deterioration; Privacy erosion through behavioral data; Declining handwriting and manual skills,Stagnant / Moderate
6232,6233,2049,Post-Singularity Transition,Pessimistic,Africa,Youth (18-25),Postgraduate,Education,Multi-modal AI,29.7,59.62,42.58,52.17,62.86,54.58,37.11,53.09,60.19,61.1,74.1,51.65,51.51,52.03,30.42,Better data-driven decisions,Existential anxiety from AI advancement; Digital addiction patterns,Cognitive Decline Risk
6233,6234,2054,Cognitive Co-Evolution,Optimistic,Latin America,Youth (18-25),Postgraduate,Unemployed/Retired,Analytical AI,26.2,54.33,71.26,70.45,75.49,73.06,76.02,81.39,76.88,76.67,62.91,61.19,65.18,84.96,58.05,Greater scientific discovery rates; Real-time language and cultural bridging; Personalized learning pathways,Decreased social bonding,Positive Growth
6234,6235,2040,Deep AI Dependency Era,Pessimistic,Africa,Young Adult (26-35),Postgraduate,Education,Basic Assistants,22.2,45.94,60.99,70.59,59.09,72.0,41.16,51.49,67.83,64.72,60.97,53.88,43.35,61.72,46.75,,Emotional detachment from AI mediation; Reduced tolerance for ambiguity,Cognitive Decline Risk
6235,6236,2048,Post-Singularity Transition,Mixed,Middle East,Adult (36-50),PhD/Research,Business,Analytical AI,29.0,57.55,61.82,76.89,48.09,71.87,51.2,58.52,77.06,57.97,67.15,73.95,71.56,69.23,35.45,Enhanced collaborative intelligence; Increased productivity for deep work; Democratized access to expertise,Reduced physical-world problem solving; Polarization through AI echo chambers,Stagnant / Moderate
6236,6237,2053,Cognitive Co-Evolution,Neutral,East Asia,Senior (51-65),Secondary,Entrepreneurship,Analytical AI,22.1,51.46,76.48,65.75,69.59,70.67,62.27,74.01,61.88,68.2,58.49,61.07,54.19,55.39,53.68,Accelerated innovation cycles; Enhanced research capabilities,Decreased self-confidence in decisions; Attention span deterioration,Positive Growth
6237,6238,2055,Cognitive Co-Evolution,Neutral,Latin America,Youth (18-25),Undergraduate,Science & Research,AGI-Adjacent Tools,28.1,53.26,64.5,67.84,71.46,70.44,65.92,71.1,67.02,62.65,61.68,62.95,55.4,51.08,40.78,Accelerated innovation cycles,Declining handwriting and manual skills,Positive Growth
6238,6239,2046,Post-Singularity Transition,Mixed,Southeast Asia,Elder (65+),Postgraduate,Science & Research,Analytical AI,13.0,35.64,65.68,52.18,67.86,62.79,45.39,57.81,75.96,55.4,68.06,73.21,38.8,64.68,31.14,Faster medical diagnostics; Optimized problem-solving frameworks; Real-time language and cultural bridging,Privacy erosion through behavioral data; Existential anxiety from AI advancement,Stagnant / Moderate
6239,6240,2029,AI Mainstream Adoption,Mixed,South Asia,Young Adult (26-35),Postgraduate,Skilled Trades,,7.4,28.44,71.79,82.14,55.5,69.8,30.85,49.55,81.39,62.34,56.54,61.05,34.01,72.13,33.36,Improved mental health support tools; Improved creative brainstorming; Real-time language and cultural bridging,Algorithmic bias reinforcement; Decreased self-confidence in decisions,Stagnant / Moderate
6240,6241,2055,Cognitive Co-Evolution,Mixed,Southeast Asia,Young Adult (26-35),Postgraduate,Creative Arts,AGI-Adjacent Tools,23.1,45.82,58.81,67.27,77.57,56.07,51.14,58.76,69.06,57.83,71.62,53.28,54.35,66.81,40.11,Augmented artistic expression; Optimized problem-solving frameworks; Accelerated innovation cycles,Decreased self-confidence in decisions,Stagnant / Moderate
6241,6242,2039,Deep AI Dependency Era,Optimistic,North America,Adult (36-50),Secondary,Entrepreneurship,Creative AI,9.8,33.23,57.26,68.56,72.5,65.83,64.03,64.23,75.34,68.05,61.79,67.56,44.54,62.83,51.01,Democratized access to expertise; Augmented artistic expression,,Positive Growth
6242,6243,2070,Symbiotic Intelligence Age,Pessimistic,Latin America,Youth (18-25),Undergraduate,Skilled Trades,Full AGI Integration,46.9,92.22,45.11,30.65,39.39,43.68,51.78,47.47,35.17,51.86,72.54,30.77,72.39,36.56,10.9,,Declining handwriting and manual skills; Privacy erosion through behavioral data,Cognitive Decline Risk
6243,6244,2057,Cognitive Co-Evolution,Neutral,Middle East,Adult (36-50),Primary,Engineering,AGI-Adjacent Tools,22.6,54.58,66.43,58.78,66.09,63.26,54.39,81.16,66.68,59.93,63.48,69.4,56.28,64.7,76.96,Greater scientific discovery rates; Personalized learning pathways; Augmented artistic expression,Polarization through AI echo chambers; Skill atrophy in non-AI domains,Stagnant / Moderate
6244,6245,2068,Symbiotic Intelligence Age,Neutral,Latin America,Senior (51-65),Secondary,Creative Arts,Full AGI Integration,34.3,70.79,57.98,65.05,70.93,63.82,72.48,73.51,62.17,54.75,75.78,55.44,75.32,55.08,22.71,Cross-domain creativity boosts; Better data-driven decisions; Democratized access to expertise,Privacy erosion through behavioral data,Stagnant / Moderate
6245,6246,2060,Cognitive Co-Evolution,Neutral,South Asia,Youth (18-25),Postgraduate,Business,Multi-modal AI,32.3,61.19,58.26,67.69,82.53,73.81,56.87,71.6,61.26,58.01,73.06,76.02,61.8,74.53,51.86,Improved creative brainstorming; Increased productivity for deep work; Reduced cognitive load on repetitive tasks,Privacy erosion through behavioral data; Reduced risk-taking in innovation,Positive Growth
6246,6247,2027,AI Mainstream Adoption,Optimistic,Europe,Young Adult (26-35),Undergraduate,Education,,9.4,11.49,62.31,57.45,65.16,59.66,56.51,58.86,85.62,66.48,58.45,66.96,10.65,63.74,45.48,Enhanced research capabilities; Faster skill acquisition; Augmented artistic expression,Job displacement anxiety,Stagnant / Moderate
6247,6248,2040,Deep AI Dependency Era,Mixed,North America,Adult (36-50),PhD/Research,Skilled Trades,Analytical AI,16.2,28.97,67.36,68.76,58.78,77.86,51.6,72.1,69.0,65.79,50.81,68.62,34.28,61.19,33.94,Improved accessibility for disabled individuals; Increased productivity for deep work; Enhanced emotional regulation through AI coaching,Decreased self-confidence in decisions; Reduced physical-world problem solving; Algorithmic bias reinforcement,Stagnant / Moderate
6248,6249,2053,Cognitive Co-Evolution,Neutral,Southeast Asia,Young Adult (26-35),Primary,Finance,Analytical AI,25.0,52.25,81.53,54.1,67.76,67.12,65.01,72.91,64.17,63.71,74.67,63.62,51.75,61.57,57.37,Optimized problem-solving frameworks; Faster medical diagnostics,Digital addiction patterns; Memory atrophy from AI offloading; Algorithmic bias reinforcement,Positive Growth
6249,6250,2075,Symbiotic Intelligence Age,Optimistic,Latin America,Adult (36-50),Primary,Entrepreneurship,Full AGI Integration,44.1,75.07,91.12,82.29,79.73,83.35,89.12,94.05,72.35,89.26,79.94,84.53,74.5,91.06,59.87,Faster medical diagnostics; Better data-driven decisions,Reduced independent thinking,Positive Growth
6250,6251,2060,Cognitive Co-Evolution,Pessimistic,Latin America,Elder (65+),Undergraduate,Finance,Multi-modal AI,28.7,69.97,52.08,43.56,46.47,50.07,28.54,73.28,35.58,47.09,75.43,43.97,83.61,47.63,31.59,,Reduced physical-world problem solving; Existential anxiety from AI advancement; Job displacement anxiety; Loss of deep reading habits,Cognitive Decline Risk
6251,6252,2056,Cognitive Co-Evolution,Optimistic,East Asia,Young Adult (26-35),Postgraduate,Technology,Multi-modal AI,24.7,57.72,81.5,83.05,79.02,74.54,64.22,83.01,69.1,78.22,78.78,70.0,62.16,75.45,57.9,Accelerated innovation cycles; Enhanced research capabilities,Creativity homogenization; Declining handwriting and manual skills,Positive Growth
6252,6253,2034,AI-Augmented Society,Pessimistic,Africa,Elder (65+),PhD/Research,Science & Research,Creative AI,12.0,36.29,60.55,61.31,56.8,65.33,44.33,62.11,85.11,61.52,57.33,62.12,46.7,72.27,48.08,,Existential anxiety from AI advancement; Memory atrophy from AI offloading; Job displacement anxiety; Decreased self-confidence in decisions,Cognitive Decline Risk
6253,6254,2033,AI-Augmented Society,Optimistic,East Asia,Youth (18-25),PhD/Research,Engineering,Basic Assistants,11.8,26.3,69.23,66.94,60.09,64.33,51.55,53.91,75.35,67.25,55.78,59.06,34.09,56.91,40.1,Enhanced research capabilities; Cross-domain creativity boosts; Improved mental health support tools,Decreased self-confidence in decisions; Attention span deterioration,Positive Growth
6254,6255,2037,Deep AI Dependency Era,Pessimistic,North America,Youth (18-25),Secondary,Business,Basic Assistants,12.1,40.8,51.51,48.67,53.57,46.23,33.56,50.99,69.72,68.45,59.19,74.37,46.58,53.75,49.05,Broader knowledge access,Reduced tolerance for ambiguity; Decreased self-confidence in decisions,Cognitive Decline Risk
6255,6256,2064,Symbiotic Intelligence Age,Pessimistic,Europe,Young Adult (26-35),PhD/Research,Unemployed/Retired,AGI-Adjacent Tools,29.7,79.29,41.17,40.68,42.19,40.63,41.07,57.18,37.39,42.08,69.33,39.95,80.64,49.32,16.65,Improved mental health support tools; Democratized access to expertise,Reduced physical-world problem solving; Digital addiction patterns,Cognitive Decline Risk
6256,6257,2053,Cognitive Co-Evolution,Neutral,Latin America,Adult (36-50),Secondary,Engineering,Creative AI,23.0,48.82,70.45,66.57,64.97,66.79,57.19,82.48,61.71,66.73,67.55,61.49,45.01,50.82,50.05,Accelerated innovation cycles; Broader knowledge access,Reduced physical-world problem solving; Emotional detachment from AI mediation,Positive Growth
6257,6258,2038,Deep AI Dependency Era,Neutral,Latin America,Youth (18-25),Secondary,Creative Arts,,16.4,30.64,60.15,63.89,65.48,66.78,66.75,69.09,70.89,67.81,51.6,64.88,30.81,68.51,38.7,Augmented artistic expression,Existential anxiety from AI advancement; Decreased social bonding,Stagnant / Moderate
6258,6259,2040,Deep AI Dependency Era,Mixed,Latin America,Adult (36-50),Primary,Healthcare,Creative AI,9.8,26.21,73.68,65.94,68.95,71.06,58.91,61.25,80.05,70.9,56.13,64.22,39.26,56.61,27.77,Faster skill acquisition; Real-time language and cultural bridging,Reduced independent thinking,Stagnant / Moderate
6259,6260,2048,Post-Singularity Transition,Optimistic,Europe,Adult (36-50),Secondary,Unemployed/Retired,Creative AI,17.4,45.46,70.11,64.71,72.64,73.15,72.01,74.2,77.45,78.53,66.15,67.82,48.54,83.99,57.57,Enhanced collaborative intelligence; Optimized problem-solving frameworks; Increased productivity for deep work; Faster skill acquisition,Memory atrophy from AI offloading,Positive Growth
6260,6261,2045,Post-Singularity Transition,Optimistic,Europe,Adult (36-50),Postgraduate,Finance,Basic Assistants,18.4,39.47,61.28,75.0,55.4,68.9,56.42,70.81,80.01,77.12,61.39,69.29,50.34,59.0,56.15,Faster skill acquisition; Real-time language and cultural bridging; Enhanced emotional regulation through AI coaching,,Positive Growth
6261,6262,2065,Symbiotic Intelligence Age,Mixed,Europe,Senior (51-65),Secondary,Finance,Multi-modal AI,31.0,62.83,59.32,73.38,45.93,55.33,72.55,72.42,78.25,81.74,69.74,66.09,59.97,46.62,40.45,Enhanced emotional regulation through AI coaching,Decreased self-confidence in decisions; Loss of deep reading habits; Memory atrophy from AI offloading,Stagnant / Moderate
6262,6263,2069,Symbiotic Intelligence Age,Optimistic,South Asia,Young Adult (26-35),Undergraduate,Healthcare,Full AGI Integration,38.0,75.36,73.58,83.86,86.78,74.92,91.25,95.47,70.04,91.17,77.08,80.92,75.54,87.8,63.57,Better data-driven decisions; Reduced cognitive load on repetitive tasks; Augmented artistic expression; Accelerated innovation cycles,,Positive Growth
6263,6264,2055,Cognitive Co-Evolution,Mixed,South Asia,Young Adult (26-35),Primary,Creative Arts,Multi-modal AI,31.1,58.2,53.51,72.85,61.43,69.18,42.18,47.4,49.12,65.67,67.79,61.93,62.07,85.24,44.17,Cross-domain creativity boosts,Loss of deep reading habits; Job displacement anxiety; Reduced independent thinking,Stagnant / Moderate
6264,6265,2071,Symbiotic Intelligence Age,Mixed,North America,Senior (51-65),Primary,Education,AGI-Adjacent Tools,47.0,84.89,54.81,70.3,63.1,49.63,68.33,39.47,56.22,62.32,86.01,65.69,93.83,59.81,53.43,Faster medical diagnostics,Creativity homogenization; Attention span deterioration,Stagnant / Moderate
6265,6266,2055,Cognitive Co-Evolution,Pessimistic,East Asia,Senior (51-65),Undergraduate,Technology,Analytical AI,29.9,67.08,48.88,60.67,43.83,57.78,40.54,54.83,60.39,49.2,71.6,62.46,74.92,34.87,29.89,,Digital addiction patterns; Declining handwriting and manual skills,Cognitive Decline Risk
6266,6267,2031,AI-Augmented Society,Mixed,Africa,Young Adult (26-35),Undergraduate,Creative Arts,,26.9,33.18,66.37,57.6,46.14,77.97,47.04,73.71,75.78,80.57,60.63,66.51,37.31,65.77,49.36,Enhanced emotional regulation through AI coaching; Enhanced research capabilities; Optimized problem-solving frameworks,Reduced risk-taking in innovation; Over-reliance on AI outputs,Stagnant / Moderate
6267,6268,2063,Symbiotic Intelligence Age,Optimistic,South Asia,Senior (51-65),Undergraduate,Entrepreneurship,Full AGI Integration,32.6,67.26,75.05,80.92,83.19,81.58,82.51,75.05,72.76,73.74,69.52,71.77,68.41,83.29,53.69,Improved creative brainstorming; Better data-driven decisions; Faster medical diagnostics; Personalized learning pathways,Attention span deterioration,Positive Growth
6268,6269,2071,Symbiotic Intelligence Age,Pessimistic,Africa,Adult (36-50),Postgraduate,Law,Full AGI Integration,42.6,91.38,35.12,42.67,41.28,33.18,31.02,37.45,57.24,45.41,72.44,29.14,89.29,46.11,19.41,,Over-reliance on AI outputs; Reduced physical-world problem solving; Digital addiction patterns,Cognitive Decline Risk
6269,6270,2063,Symbiotic Intelligence Age,Neutral,North America,Senior (51-65),PhD/Research,Creative Arts,AGI-Adjacent Tools,37.5,61.01,72.46,60.3,67.09,65.12,70.83,82.29,68.86,59.84,76.5,68.87,57.4,68.97,56.17,Real-time language and cultural bridging,Creativity homogenization; Over-reliance on AI outputs,Positive Growth
6270,6271,2035,AI-Augmented Society,Pessimistic,South Asia,Adult (36-50),Secondary,Law,Creative AI,26.5,42.44,58.04,84.21,71.08,60.38,60.88,48.4,78.39,63.49,61.12,52.04,51.96,58.72,49.22,Reduced cognitive load on repetitive tasks; Faster medical diagnostics,Polarization through AI echo chambers; Decreased self-confidence in decisions; Loss of deep reading habits,Cognitive Decline Risk
6271,6272,2043,Post-Singularity Transition,Mixed,East Asia,Elder (65+),Primary,Education,Basic Assistants,29.8,50.17,79.9,59.49,54.15,68.44,48.34,65.53,63.35,54.02,50.52,60.61,55.91,56.22,48.41,Faster skill acquisition; Cross-domain creativity boosts; Increased productivity for deep work,Reduced risk-taking in innovation,Stagnant / Moderate
6272,6273,2043,Post-Singularity Transition,Optimistic,East Asia,Senior (51-65),Undergraduate,Finance,Analytical AI,13.4,31.4,77.01,76.18,75.75,74.71,63.28,75.87,83.22,65.72,53.42,64.95,35.08,76.83,52.19,Enhanced emotional regulation through AI coaching; Enhanced collaborative intelligence,Job displacement anxiety,Positive Growth
6273,6274,2071,Symbiotic Intelligence Age,Pessimistic,Latin America,Elder (65+),Primary,Law,Full AGI Integration,54.3,92.27,39.24,24.09,59.6,43.66,50.57,50.53,42.79,36.64,66.87,25.54,86.9,45.52,18.8,Democratized access to expertise,Loss of deep reading habits; Reduced physical-world problem solving,Cognitive Decline Risk
